Application,Technique,Pipeline,Time Steps,Temporal Ratio,Cameras,Spatial Ratio,Mapping,Execution Time (hours,Avg. Power (kW),Energy (kWh),Storage (GB)
asteroid,geometry,insitu,5000,0.6,16,0.12,time-shared,49.54,19.35,958.76,46875
asteroid,geometry,insitu,5000,0.6,16,0.12,space-shared,55.56,24.51,1361.55,46875
asteroid,geometry,insitu,5000,0.6,16,0.25,time-shared,91.59,17.53,1605.58,93750
asteroid,geometry,insitu,5000,0.6,16,0.25,space-shared,97.22,20.63,2005.43,93750
asteroid,geometry,insitu,5000,0.6,16,0.5,time-shared,175.71,16.42,2885.35,187500
asteroid,geometry,insitu,5000,0.6,16,0.5,space-shared,180.56,18.16,3279.33,187500
asteroid,geometry,insitu,5000,0.6,16,1,time-shared,343.94,15.83,5444.9,375000
asteroid,geometry,insitu,5000,0.6,16,1,space-shared,347.22,16.78,5827.12,375000
asteroid,geometry,insitu,5000,0.8,16,0.12,time-shared,63.73,18.46,1176.49,62500
asteroid,geometry,insitu,5000,0.8,16,0.12,space-shared,69.44,22.71,1576.97,62500
asteroid,geometry,insitu,5000,0.8,16,0.25,time-shared,119.81,17.02,2038.92,125000
asteroid,geometry,insitu,5000,0.8,16,0.25,space-shared,125,19.48,2435.48,125000
asteroid,geometry,insitu,5000,0.8,16,0.5,time-shared,231.97,16.15,3745.28,250000
asteroid,geometry,insitu,5000,0.8,16,0.5,space-shared,236.11,17.51,4134.01,250000
asteroid,geometry,insitu,5000,0.8,16,1,time-shared,456.28,15.69,7158.01,500000
asteroid,geometry,insitu,5000,0.8,16,1,space-shared,458.33,16.43,7531.06,500000
asteroid,geometry,insitu,5000,1,16,0.12,time-shared,77.93,17.89,1394.23,78125
asteroid,geometry,insitu,5000,1,16,0.12,space-shared,83.33,21.51,1792.39,78125
asteroid,geometry,insitu,5000,1,16,0.25,time-shared,148.03,16.7,2472.26,156250
asteroid,geometry,insitu,5000,1,16,0.25,space-shared,152.78,18.76,2865.53,156250
asteroid,geometry,insitu,5000,1,16,0.5,time-shared,288.22,15.98,4605.22,312500
asteroid,geometry,insitu,5000,1,16,0.5,space-shared,291.67,17.1,4988.69,312500
asteroid,geometry,insitu,5000,1,16,1,time-shared,568.61,15.6,8871.12,625000
asteroid,geometry,insitu,5000,1,16,1,space-shared,569.44,16.22,9235.01,625000
asteroid,geometry,insitu,1000,0.2,32,0.12,time-shared,7.07,20.97,148.2,6250
asteroid,geometry,insitu,1000,0.2,32,0.12,space-shared,8.33,27.51,229.22,6250
asteroid,geometry,insitu,1000,0.2,32,0.25,time-shared,12.68,18.5,234.45,12500
asteroid,geometry,insitu,1000,0.2,32,0.25,space-shared,13.89,22.69,315.08,12500
asteroid,geometry,insitu,1000,0.2,32,0.5,time-shared,23.89,16.96,405.08,25000
asteroid,geometry,insitu,1000,0.2,32,0.5,space-shared,25,19.4,484.93,25000
asteroid,geometry,insitu,1000,0.2,32,1,time-shared,46.32,16.11,746.36,50000
asteroid,geometry,insitu,1000,0.2,32,1,space-shared,47.22,17.46,824.63,50000
asteroid,geometry,insitu,1000,0.4,32,0.12,time-shared,12.75,18.46,235.3,12500
asteroid,geometry,insitu,1000,0.4,32,0.12,space-shared,13.89,22.71,315.39,12500
asteroid,geometry,insitu,1000,0.4,32,0.25,time-shared,23.96,17.02,407.78,25000
asteroid,geometry,insitu,1000,0.4,32,0.25,space-shared,25,19.48,487.1,25000
asteroid,geometry,insitu,1000,0.4,32,0.5,time-shared,46.39,16.15,749.06,50000
asteroid,geometry,insitu,1000,0.4,32,0.5,space-shared,47.22,17.51,826.8,50000
asteroid,geometry,insitu,1000,0.4,32,1,time-shared,91.26,15.69,1431.6,100000
asteroid,geometry,insitu,1000,0.4,32,1,space-shared,91.67,16.43,1506.21,100000
asteroid,geometry,insitu,1000,0.6,32,0.12,time-shared,18.43,17.5,322.39,18750
asteroid,geometry,insitu,1000,0.6,32,0.12,space-shared,19.44,20.65,401.56,18750
asteroid,geometry,insitu,1000,0.6,32,0.25,time-shared,35.25,16.49,581.12,37500
asteroid,geometry,insitu,1000,0.6,32,0.25,space-shared,36.11,18.25,659.12,37500
asteroid,geometry,insitu,1000,0.6,32,0.5,time-shared,68.9,15.87,1093.03,75000
asteroid,geometry,insitu,1000,0.6,32,0.5,space-shared,69.44,16.83,1168.67,75000
asteroid,geometry,insitu,1000,0.6,32,1,time-shared,136.19,15.54,2116.85,150000
asteroid,geometry,insitu,1000,0.6,32,1,space-shared,136.11,16.07,2187.79,150000
asteroid,geometry,insitu,1000,0.8,32,0.12,time-shared,24.1,16.99,409.49,25000
asteroid,geometry,insitu,1000,0.8,32,0.12,space-shared,25,19.51,487.73,25000
asteroid,geometry,insitu,1000,0.8,32,0.25,time-shared,46.54,16.21,754.46,50000
asteroid,geometry,insitu,1000,0.8,32,0.25,space-shared,47.22,17.6,831.14,50000
asteroid,geometry,insitu,1000,0.8,32,0.5,time-shared,91.4,15.72,1437,100000
asteroid,geometry,insitu,1000,0.8,32,0.5,space-shared,91.67,16.48,1510.55,100000
asteroid,geometry,insitu,1000,0.8,32,1,time-shared,181.12,15.47,2802.09,200000
asteroid,geometry,insitu,1000,0.8,32,1,space-shared,180.56,15.89,2869.37,200000
asteroid,geometry,insitu,1000,1,32,0.12,time-shared,29.78,16.67,496.58,31250
asteroid,geometry,insitu,1000,1,32,0.12,space-shared,30.56,18.78,573.9,31250
asteroid,geometry,insitu,1000,1,32,0.25,time-shared,57.82,16.05,927.79,62500
asteroid,geometry,insitu,1000,1,32,0.25,space-shared,58.33,17.2,1003.16,62500
asteroid,geometry,insitu,1000,1,32,0.5,time-shared,113.9,15.64,1780.98,125000
asteroid,geometry,insitu,1000,1,32,0.5,space-shared,113.89,16.27,1852.42,125000
asteroid,geometry,insitu,1000,1,32,1,time-shared,226.06,15.43,3487.34,250000
asteroid,geometry,insitu,1000,1,32,1,space-shared,225,15.78,3550.95,250000
asteroid,geometry,insitu,5000,0.2,32,0.12,time-shared,35.34,20.97,741.02,31250
asteroid,geometry,insitu,5000,0.2,32,0.12,space-shared,41.67,27.51,1146.12,31250
asteroid,geometry,insitu,5000,0.2,32,0.25,time-shared,63.38,18.5,1172.24,62500
asteroid,geometry,insitu,5000,0.2,32,0.25,space-shared,69.44,22.69,1575.38,62500
asteroid,geometry,insitu,5000,0.2,32,0.5,time-shared,119.46,16.96,2025.42,125000
asteroid,geometry,insitu,5000,0.2,32,0.5,space-shared,125,19.4,2424.64,125000
asteroid,geometry,insitu,5000,0.2,32,1,time-shared,231.61,16.11,3731.78,250000
asteroid,geometry,insitu,5000,0.2,32,1,space-shared,236.11,17.46,4123.17,250000
asteroid,geometry,insitu,5000,0.4,32,0.12,time-shared,63.73,18.46,1176.49,62500
asteroid,geometry,insitu,5000,0.4,32,0.12,space-shared,69.44,22.71,1576.97,62500
asteroid,geometry,insitu,5000,0.4,32,0.25,time-shared,119.81,17.02,2038.92,125000
asteroid,geometry,insitu,5000,0.4,32,0.25,space-shared,125,19.48,2435.48,125000
asteroid,geometry,insitu,5000,0.4,32,0.5,time-shared,231.97,16.15,3745.28,250000
asteroid,geometry,insitu,5000,0.4,32,0.5,space-shared,236.11,17.51,4134.01,250000
asteroid,geometry,insitu,5000,0.4,32,1,time-shared,456.28,15.69,7158.01,500000
asteroid,geometry,insitu,5000,0.4,32,1,space-shared,458.33,16.43,7531.06,500000
asteroid,geometry,insitu,5000,0.6,32,0.12,time-shared,92.13,17.5,1611.96,93750
asteroid,geometry,insitu,5000,0.6,32,0.12,space-shared,97.22,20.65,2007.81,93750
asteroid,geometry,insitu,5000,0.6,32,0.25,time-shared,176.24,16.49,2905.6,187500
asteroid,geometry,insitu,5000,0.6,32,0.25,space-shared,180.56,18.25,3295.58,187500
asteroid,geometry,insitu,5000,0.6,32,0.5,time-shared,344.48,15.87,5465.15,375000
asteroid,geometry,insitu,5000,0.6,32,0.5,space-shared,347.22,16.83,5843.37,375000
asteroid,geometry,insitu,5000,0.6,32,1,time-shared,680.94,15.54,10584.24,750000
asteroid,geometry,insitu,5000,0.6,32,1,space-shared,680.56,16.07,10938.96,750000
asteroid,geometry,insitu,5000,0.8,32,0.12,time-shared,120.52,16.99,2047.43,125000
asteroid,geometry,insitu,5000,0.8,32,0.12,space-shared,125,19.51,2438.66,125000
asteroid,geometry,insitu,5000,0.8,32,0.25,time-shared,232.68,16.21,3772.29,250000
asteroid,geometry,insitu,5000,0.8,32,0.25,space-shared,236.11,17.6,4155.68,250000
asteroid,geometry,insitu,5000,0.8,32,0.5,time-shared,456.99,15.72,7185.01,500000
asteroid,geometry,insitu,5000,0.8,32,0.5,space-shared,458.33,16.48,7552.74,500000
asteroid,geometry,insitu,5000,0.8,32,1,time-shared,905.61,15.47,14010.47,1000000
asteroid,geometry,insitu,5000,0.8,32,1,space-shared,902.78,15.89,14346.85,1000000
asteroid,geometry,insitu,5000,1,32,0.12,time-shared,148.92,16.67,2482.9,156250
asteroid,geometry,insitu,5000,1,32,0.12,space-shared,152.78,18.78,2869.5,156250
asteroid,geometry,insitu,5000,1,32,0.25,time-shared,289.11,16.05,4638.97,312500
asteroid,geometry,insitu,5000,1,32,0.25,space-shared,291.67,17.2,5015.78,312500
asteroid,geometry,insitu,5000,1,32,0.5,time-shared,569.5,15.64,8904.88,625000
asteroid,geometry,insitu,5000,1,32,0.5,space-shared,569.44,16.27,9262.1,625000
asteroid,geometry,insitu,5000,1,32,1,time-shared,1130.28,15.43,17436.69,1250000
asteroid,geometry,insitu,5000,1,32,1,space-shared,1125,15.78,17754.74,1250000
asteroid,geometry,posthoc,1000,0.2,1,0.12,time-shared,1.57,40.75,63.83,195.32
asteroid,geometry,posthoc,1000,0.2,1,0.12,space-shared,2.95,49.38,145.75,195.32
asteroid,geometry,posthoc,1000,0.2,1,0.25,time-shared,1.74,38.2,66.53,390.63
asteroid,geometry,posthoc,1000,0.2,1,0.25,space-shared,3.13,47.5,148.43,390.63
asteroid,geometry,posthoc,1000,0.2,1,0.5,time-shared,2.09,34.35,71.86,781.27
asteroid,geometry,posthoc,1000,0.2,1,0.5,space-shared,3.47,44.28,153.74,781.27
asteroid,geometry,posthoc,1000,0.2,1,1,time-shared,2.79,29.55,82.53,1562.54
asteroid,geometry,posthoc,1000,0.2,1,1,space-shared,4.17,39.44,164.36,1562.54
asteroid,geometry,posthoc,1000,0.4,1,0.12,time-shared,1.74,38.17,66.55,390.63
asteroid,geometry,posthoc,1000,0.4,1,0.12,space-shared,3.13,47.5,148.44,390.63
asteroid,geometry,posthoc,1000,0.4,1,0.25,time-shared,2.09,34.35,71.94,781.27
asteroid,geometry,posthoc,1000,0.4,1,0.25,space-shared,3.47,44.3,153.81,781.27
asteroid,geometry,posthoc,1000,0.4,1,0.5,time-shared,2.8,29.55,82.61,1562.54
asteroid,geometry,posthoc,1000,0.4,1,0.5,space-shared,4.17,39.46,164.42,1562.54
asteroid,geometry,posthoc,1000,0.4,1,1,time-shared,4.2,24.76,103.94,3125.08
asteroid,geometry,posthoc,1000,0.4,1,1,space-shared,5.56,33.42,185.66,3125.08
asteroid,geometry,posthoc,1000,0.6,1,0.12,time-shared,1.92,36.06,69.28,585.95
asteroid,geometry,posthoc,1000,0.6,1,0.12,space-shared,3.3,45.82,151.13,585.95
asteroid,geometry,posthoc,1000,0.6,1,0.25,time-shared,2.45,31.61,77.36,1171.9
asteroid,geometry,posthoc,1000,0.6,1,0.25,space-shared,3.82,41.68,159.18,1171.9
asteroid,geometry,posthoc,1000,0.6,1,0.5,time-shared,3.5,26.69,93.36,2343.81
asteroid,geometry,posthoc,1000,0.6,1,0.5,space-shared,4.86,36.02,175.11,2343.81
asteroid,geometry,posthoc,1000,0.6,1,1,time-shared,5.6,22.38,125.35,4687.62
asteroid,geometry,posthoc,1000,0.6,1,1,space-shared,6.94,29.8,206.96,4687.62
asteroid,geometry,posthoc,1000,0.8,1,0.12,time-shared,2.1,34.31,72,781.27
asteroid,geometry,posthoc,1000,0.8,1,0.12,space-shared,3.47,44.3,153.83,781.27
asteroid,geometry,posthoc,1000,0.8,1,0.25,time-shared,2.8,29.57,82.78,1562.54
asteroid,geometry,posthoc,1000,0.8,1,0.25,space-shared,4.17,39.49,164.56,1562.54
asteroid,geometry,posthoc,1000,0.8,1,0.5,time-shared,4.2,24.78,104.11,3125.08
asteroid,geometry,posthoc,1000,0.8,1,0.5,space-shared,5.56,33.44,185.79,3125.08
asteroid,geometry,posthoc,1000,0.8,1,1,time-shared,7.01,20.95,146.77,6250.16
asteroid,geometry,posthoc,1000,0.8,1,1,space-shared,8.33,27.39,228.25,6250.16
asteroid,geometry,posthoc,1000,1,1,0.12,time-shared,2.28,32.83,74.72,976.59
asteroid,geometry,posthoc,1000,1,1,0.12,space-shared,3.65,42.93,156.52,976.59
asteroid,geometry,posthoc,1000,1,1,0.25,time-shared,3.15,27.98,88.2,1953.17
asteroid,geometry,posthoc,1000,1,1,0.25,space-shared,4.51,37.65,169.93,1953.17
asteroid,geometry,posthoc,1000,1,1,0.5,time-shared,4.9,23.42,114.86,3906.35
asteroid,geometry,posthoc,1000,1,1,0.5,space-shared,6.25,31.44,196.47,3906.35
asteroid,geometry,posthoc,1000,1,1,1,time-shared,8.41,20,168.18,7812.7
asteroid,geometry,posthoc,1000,1,1,1,space-shared,9.72,25.67,249.55,7812.7
asteroid,geometry,posthoc,5000,0.2,1,0.12,time-shared,7.83,40.75,319.16,976.59
asteroid,geometry,posthoc,5000,0.2,1,0.12,space-shared,14.76,49.38,728.74,976.59
asteroid,geometry,posthoc,5000,0.2,1,0.25,time-shared,8.71,38.2,332.64,1953.17
asteroid,geometry,posthoc,5000,0.2,1,0.25,space-shared,15.63,47.5,742.16,1953.17
asteroid,geometry,posthoc,5000,0.2,1,0.5,time-shared,10.46,34.35,359.3,3906.35
asteroid,geometry,posthoc,5000,0.2,1,0.5,space-shared,17.36,44.28,768.7,3906.35
asteroid,geometry,posthoc,5000,0.2,1,1,time-shared,13.97,29.55,412.63,7812.7
asteroid,geometry,posthoc,5000,0.2,1,1,space-shared,20.83,39.44,821.78,7812.7
asteroid,geometry,posthoc,5000,0.4,1,0.12,time-shared,8.72,38.17,332.77,1953.17
asteroid,geometry,posthoc,5000,0.4,1,0.12,space-shared,15.63,47.5,742.21,1953.17
asteroid,geometry,posthoc,5000,0.4,1,0.25,time-shared,10.47,34.35,359.72,3906.35
asteroid,geometry,posthoc,5000,0.4,1,0.25,space-shared,17.36,44.3,769.04,3906.35
asteroid,geometry,posthoc,5000,0.4,1,0.5,time-shared,13.98,29.55,413.05,7812.7
asteroid,geometry,posthoc,5000,0.4,1,0.5,space-shared,20.83,39.46,822.12,7812.7
asteroid,geometry,posthoc,5000,0.4,1,1,time-shared,20.99,24.76,519.7,15625.39
asteroid,geometry,posthoc,5000,0.4,1,1,space-shared,27.78,33.42,928.28,15625.39
asteroid,geometry,posthoc,5000,0.6,1,0.12,time-shared,9.61,36.06,346.38,2929.76
asteroid,geometry,posthoc,5000,0.6,1,0.12,space-shared,16.49,45.82,755.67,2929.76
asteroid,geometry,posthoc,5000,0.6,1,0.25,time-shared,12.24,31.61,386.81,5859.52
asteroid,geometry,posthoc,5000,0.6,1,0.25,space-shared,19.1,41.68,795.91,5859.52
asteroid,geometry,posthoc,5000,0.6,1,0.5,time-shared,17.49,26.69,466.8,11719.04
asteroid,geometry,posthoc,5000,0.6,1,0.5,space-shared,24.31,36.02,875.53,11719.04
asteroid,geometry,posthoc,5000,0.6,1,1,time-shared,28.01,22.38,626.77,23438.09
asteroid,geometry,posthoc,5000,0.6,1,1,space-shared,34.72,29.8,1034.78,23438.09
asteroid,geometry,posthoc,5000,0.8,1,0.12,time-shared,10.49,34.31,359.99,3906.35
asteroid,geometry,posthoc,5000,0.8,1,0.12,space-shared,17.36,44.3,769.13,3906.35
asteroid,geometry,posthoc,5000,0.8,1,0.25,time-shared,14,29.57,413.89,7812.7
asteroid,geometry,posthoc,5000,0.8,1,0.25,space-shared,20.83,39.49,822.79,7812.7
asteroid,geometry,posthoc,5000,0.8,1,0.5,time-shared,21.01,24.78,520.54,15625.39
asteroid,geometry,posthoc,5000,0.8,1,0.5,space-shared,27.78,33.44,928.95,15625.39
asteroid,geometry,posthoc,5000,0.8,1,1,time-shared,35.03,20.95,733.84,31250.78
asteroid,geometry,posthoc,5000,0.8,1,1,space-shared,41.67,27.39,1141.27,31250.78
asteroid,geometry,posthoc,5000,1,1,0.12,time-shared,11.38,32.83,373.6,4882.93
asteroid,geometry,posthoc,5000,1,1,0.12,space-shared,18.23,42.93,782.6,4882.93
asteroid,geometry,posthoc,5000,1,1,0.25,time-shared,15.76,27.98,440.98,9765.87
asteroid,geometry,posthoc,5000,1,1,0.25,space-shared,22.57,37.65,849.67,9765.87
asteroid,geometry,posthoc,5000,1,1,0.5,time-shared,24.52,23.42,574.29,19531.74
asteroid,geometry,posthoc,5000,1,1,0.5,space-shared,31.25,31.44,982.37,19531.74
asteroid,geometry,posthoc,5000,1,1,1,time-shared,42.05,20,840.92,39063.48
asteroid,geometry,posthoc,5000,1,1,1,space-shared,48.61,25.67,1247.77,39063.48
asteroid,geometry,posthoc,1000,0.2,2,0.12,time-shared,1.74,38.17,66.55,390.63
asteroid,geometry,posthoc,1000,0.2,2,0.12,space-shared,3.13,47.5,148.44,390.63
asteroid,geometry,posthoc,1000,0.2,2,0.25,time-shared,2.09,34.35,71.94,781.26
asteroid,geometry,posthoc,1000,0.2,2,0.25,space-shared,3.47,44.3,153.81,781.26
asteroid,geometry,posthoc,1000,0.2,2,0.5,time-shared,2.8,29.55,82.61,1562.52
asteroid,geometry,posthoc,1000,0.2,2,0.5,space-shared,4.17,39.46,164.42,1562.52
asteroid,geometry,posthoc,1000,0.2,2,1,time-shared,4.2,24.76,103.94,3125.04
asteroid,geometry,posthoc,1000,0.2,2,1,space-shared,5.56,33.42,185.65,3125.04
asteroid,geometry,posthoc,1000,0.4,2,0.12,time-shared,2.1,34.31,72,781.26
asteroid,geometry,posthoc,1000,0.4,2,0.12,space-shared,3.47,44.3,153.83,781.26
asteroid,geometry,posthoc,1000,0.4,2,0.25,time-shared,2.8,29.57,82.78,1562.52
asteroid,geometry,posthoc,1000,0.4,2,0.25,space-shared,4.17,39.49,164.56,1562.52
asteroid,geometry,posthoc,1000,0.4,2,0.5,time-shared,4.2,24.78,104.11,3125.04
asteroid,geometry,posthoc,1000,0.4,2,0.5,space-shared,5.56,33.44,185.79,3125.04
asteroid,geometry,posthoc,1000,0.4,2,1,time-shared,7.01,20.95,146.77,6250.08
asteroid,geometry,posthoc,1000,0.4,2,1,space-shared,8.33,27.39,228.25,6250.08
asteroid,geometry,posthoc,1000,0.6,2,0.12,time-shared,2.45,31.56,77.44,1171.89
asteroid,geometry,posthoc,1000,0.6,2,0.12,space-shared,3.82,41.68,159.21,1171.89
asteroid,geometry,posthoc,1000,0.6,2,0.25,time-shared,3.51,26.71,93.61,2343.78
asteroid,geometry,posthoc,1000,0.6,2,0.25,space-shared,4.86,36.06,175.31,2343.78
asteroid,geometry,posthoc,1000,0.6,2,0.5,time-shared,5.61,22.4,125.61,4687.56
asteroid,geometry,posthoc,1000,0.6,2,0.5,space-shared,6.94,29.83,207.16,4687.56
asteroid,geometry,posthoc,1000,0.6,2,1,time-shared,9.81,19.32,189.6,9375.12
asteroid,geometry,posthoc,1000,0.6,2,1,space-shared,11.11,24.38,270.85,9375.12
asteroid,geometry,posthoc,1000,0.8,2,0.12,time-shared,2.81,29.51,82.88,1562.52
asteroid,geometry,posthoc,1000,0.8,2,0.12,space-shared,4.17,39.5,164.6,1562.52
asteroid,geometry,posthoc,1000,0.8,2,0.25,time-shared,4.21,24.81,104.45,3125.04
asteroid,geometry,posthoc,1000,0.8,2,0.25,space-shared,5.56,33.49,186.06,3125.04
asteroid,geometry,posthoc,1000,0.8,2,0.5,time-shared,7.01,20.97,147.11,6250.08
asteroid,geometry,posthoc,1000,0.8,2,0.5,space-shared,8.33,27.42,228.52,6250.08
asteroid,geometry,posthoc,1000,0.8,2,1,time-shared,12.62,18.41,232.42,12500.16
asteroid,geometry,posthoc,1000,0.8,2,1,space-shared,13.89,22.57,313.45,12500.16
asteroid,geometry,posthoc,1000,1,2,0.12,time-shared,3.16,27.92,88.33,1953.15
asteroid,geometry,posthoc,1000,1,2,0.12,space-shared,4.51,37.66,169.98,1953.15
asteroid,geometry,posthoc,1000,1,2,0.25,time-shared,4.92,23.45,115.28,3906.3
asteroid,geometry,posthoc,1000,1,2,0.25,space-shared,6.25,31.49,196.81,3906.3
asteroid,geometry,posthoc,1000,1,2,0.5,time-shared,8.42,20.02,168.6,7812.6
asteroid,geometry,posthoc,1000,1,2,0.5,space-shared,9.72,25.7,249.89,7812.6
asteroid,geometry,posthoc,1000,1,2,1,time-shared,15.43,17.84,275.25,15625.2
asteroid,geometry,posthoc,1000,1,2,1,space-shared,16.67,21.36,356.05,15625.2
asteroid,geometry,posthoc,5000,0.2,2,0.12,time-shared,8.72,38.17,332.77,1953.15
asteroid,geometry,posthoc,5000,0.2,2,0.12,space-shared,15.63,47.5,742.21,1953.15
asteroid,geometry,posthoc,5000,0.2,2,0.25,time-shared,10.47,34.35,359.72,3906.3
asteroid,geometry,posthoc,5000,0.2,2,0.25,space-shared,17.36,44.3,769.03,3906.3
asteroid,geometry,posthoc,5000,0.2,2,0.5,time-shared,13.98,29.55,413.05,7812.6
asteroid,geometry,posthoc,5000,0.2,2,0.5,space-shared,20.83,39.46,822.11,7812.6
asteroid,geometry,posthoc,5000,0.2,2,1,time-shared,20.99,24.76,519.7,15625.2
asteroid,geometry,posthoc,5000,0.2,2,1,space-shared,27.78,33.42,928.27,15625.2
asteroid,geometry,posthoc,5000,0.4,2,0.12,time-shared,10.49,34.31,359.99,3906.3
asteroid,geometry,posthoc,5000,0.4,2,0.12,space-shared,17.36,44.3,769.13,3906.3
asteroid,geometry,posthoc,5000,0.4,2,0.25,time-shared,14,29.57,413.89,7812.6
asteroid,geometry,posthoc,5000,0.4,2,0.25,space-shared,20.83,39.49,822.79,7812.6
asteroid,geometry,posthoc,5000,0.4,2,0.5,time-shared,21.01,24.78,520.54,15625.2
asteroid,geometry,posthoc,5000,0.4,2,0.5,space-shared,27.78,33.44,928.95,15625.2
asteroid,geometry,posthoc,5000,0.4,2,1,time-shared,35.03,20.95,733.84,31250.39
asteroid,geometry,posthoc,5000,0.4,2,1,space-shared,41.67,27.39,1141.27,31250.39
asteroid,geometry,posthoc,5000,0.6,2,0.12,time-shared,12.27,31.56,387.21,5859.45
asteroid,geometry,posthoc,5000,0.6,2,0.12,space-shared,19.1,41.68,796.06,5859.45
asteroid,geometry,posthoc,5000,0.6,2,0.25,time-shared,17.53,26.71,468.06,11718.9
asteroid,geometry,posthoc,5000,0.6,2,0.25,space-shared,24.31,36.06,876.55,11718.9
asteroid,geometry,posthoc,5000,0.6,2,0.5,time-shared,28.04,22.4,628.03,23437.79
asteroid,geometry,posthoc,5000,0.6,2,0.5,space-shared,34.72,29.83,1035.79,23437.79
asteroid,geometry,posthoc,5000,0.6,2,1,time-shared,49.07,19.32,947.98,46875.59
asteroid,geometry,posthoc,5000,0.6,2,1,space-shared,55.56,24.38,1354.27,46875.59
asteroid,geometry,posthoc,5000,0.8,2,0.12,time-shared,14.04,29.51,414.42,7812.6
asteroid,geometry,posthoc,5000,0.8,2,0.12,space-shared,20.83,39.5,822.99,7812.6
asteroid,geometry,posthoc,5000,0.8,2,0.25,time-shared,21.05,24.81,522.23,15625.2
asteroid,geometry,posthoc,5000,0.8,2,0.25,space-shared,27.78,33.49,930.31,15625.2
asteroid,geometry,posthoc,5000,0.8,2,0.5,time-shared,35.07,20.97,735.53,31250.39
asteroid,geometry,posthoc,5000,0.8,2,0.5,space-shared,41.67,27.42,1142.62,31250.39
asteroid,geometry,posthoc,5000,0.8,2,1,time-shared,63.11,18.41,1162.12,62500.78
asteroid,geometry,posthoc,5000,0.8,2,1,space-shared,69.45,22.57,1567.26,62500.78
asteroid,geometry,posthoc,5000,1,2,0.12,time-shared,15.82,27.92,441.64,9765.75
asteroid,geometry,posthoc,5000,1,2,0.12,space-shared,22.57,37.66,849.92,9765.75
asteroid,geometry,posthoc,5000,1,2,0.25,time-shared,24.58,23.45,576.4,19531.49
asteroid,geometry,posthoc,5000,1,2,0.25,space-shared,31.25,31.49,984.06,19531.49
asteroid,geometry,posthoc,5000,1,2,0.5,time-shared,42.1,20.02,843.02,39062.99
asteroid,geometry,posthoc,5000,1,2,0.5,space-shared,48.61,25.7,1249.46,39062.99
asteroid,geometry,posthoc,5000,1,2,1,time-shared,77.15,17.84,1376.26,78125.98
asteroid,geometry,posthoc,5000,1,2,1,space-shared,83.33,21.36,1780.26,78125.98
asteroid,geometry,posthoc,1000,0.2,4,0.12,time-shared,2.1,34.31,72,781.25
asteroid,geometry,posthoc,1000,0.2,4,0.12,space-shared,3.47,44.3,153.83,781.25
asteroid,geometry,posthoc,1000,0.2,4,0.25,time-shared,2.8,29.57,82.78,1562.51
asteroid,geometry,posthoc,1000,0.2,4,0.25,space-shared,4.17,39.49,164.56,1562.51
asteroid,geometry,posthoc,1000,0.2,4,0.5,time-shared,4.2,24.78,104.11,3125.02
asteroid,geometry,posthoc,1000,0.2,4,0.5,space-shared,5.56,33.44,185.79,3125.02
asteroid,geometry,posthoc,1000,0.2,4,1,time-shared,7.01,20.95,146.77,6250.04
asteroid,geometry,posthoc,1000,0.2,4,1,space-shared,8.33,27.39,228.25,6250.04
asteroid,geometry,posthoc,1000,0.4,4,0.12,time-shared,2.81,29.51,82.88,1562.51
asteroid,geometry,posthoc,1000,0.4,4,0.12,space-shared,4.17,39.5,164.6,1562.51
asteroid,geometry,posthoc,1000,0.4,4,0.25,time-shared,4.21,24.81,104.45,3125.02
asteroid,geometry,posthoc,1000,0.4,4,0.25,space-shared,5.56,33.49,186.06,3125.02
asteroid,geometry,posthoc,1000,0.4,4,0.5,time-shared,7.01,20.97,147.1,6250.04
asteroid,geometry,posthoc,1000,0.4,4,0.5,space-shared,8.33,27.42,228.52,6250.04
asteroid,geometry,posthoc,1000,0.4,4,1,time-shared,12.62,18.41,232.42,12500.08
asteroid,geometry,posthoc,1000,0.4,4,1,space-shared,13.89,22.57,313.45,12500.08
asteroid,geometry,posthoc,1000,0.6,4,0.12,time-shared,3.52,26.65,93.77,2343.76
asteroid,geometry,posthoc,1000,0.6,4,0.12,space-shared,4.86,36.08,175.37,2343.76
asteroid,geometry,posthoc,1000,0.6,4,0.25,time-shared,5.62,22.43,126.11,4687.53
asteroid,geometry,posthoc,1000,0.6,4,0.25,space-shared,6.94,29.89,207.56,4687.53
asteroid,geometry,posthoc,1000,0.6,4,0.5,time-shared,9.83,19.34,190.1,9375.06
asteroid,geometry,posthoc,1000,0.6,4,0.5,space-shared,11.11,24.41,271.26,9375.06
asteroid,geometry,posthoc,1000,0.6,4,1,time-shared,18.24,17.44,318.08,18750.12
asteroid,geometry,posthoc,1000,0.6,4,1,space-shared,19.44,20.5,398.65,18750.12
asteroid,geometry,posthoc,1000,0.8,4,0.12,time-shared,4.23,24.75,104.66,3125.02
asteroid,geometry,posthoc,1000,0.8,4,0.12,space-shared,5.56,33.51,186.14,3125.02
asteroid,geometry,posthoc,1000,0.8,4,0.25,time-shared,7.03,21.01,147.78,6250.04
asteroid,geometry,posthoc,1000,0.8,4,0.25,space-shared,8.33,27.49,229.07,6250.04
asteroid,geometry,posthoc,1000,0.8,4,0.5,time-shared,12.64,18.44,233.1,12500.08
asteroid,geometry,posthoc,1000,0.8,4,0.5,space-shared,13.89,22.61,313.99,12500.08
