Application,Technique,Pipeline,Time Steps,Temporal Ratio,Cameras,Spatial Ratio,Mapping,Execution Time (hours,Avg. Power (kW),Energy (kWh),Storage (GB)
climate,raycasting,posthoc,5000,0.4,32,0.5,time-shared,68,22.36,1520.21,52504.88
climate,raycasting,posthoc,5000,0.4,32,0.5,space-shared,66.4,25.82,1714.53,52504.88
climate,raycasting,posthoc,5000,0.4,32,1,time-shared,116.27,19.62,2281.07,105009.77
climate,raycasting,posthoc,5000,0.4,32,1,space-shared,114.68,21.69,2487.39,105009.77
climate,raycasting,posthoc,5000,0.6,32,0.12,time-shared,46.9,25.18,1180.7,19689.33
climate,raycasting,posthoc,5000,0.6,32,0.12,space-shared,45.3,31.69,1435.52,19689.33
climate,raycasting,posthoc,5000,0.6,32,0.25,time-shared,65,25.76,1674.53,39378.66
climate,raycasting,posthoc,5000,0.6,32,0.25,space-shared,63.4,30.5,1933.85,39378.66
climate,raycasting,posthoc,5000,0.6,32,0.5,time-shared,101.2,22.18,2245.18,78757.33
climate,raycasting,posthoc,5000,0.6,32,0.5,space-shared,99.61,25.23,2513.5,78757.33
climate,raycasting,posthoc,5000,0.6,32,1,time-shared,173.61,19.51,3386.47,157514.66
climate,raycasting,posthoc,5000,0.6,32,1,space-shared,172.01,21.35,3672.79,157514.66
climate,raycasting,posthoc,5000,0.8,32,0.12,time-shared,62,25.01,1550.84,26252.44
climate,raycasting,posthoc,5000,0.8,32,0.12,space-shared,60.4,31.04,1875.16,26252.44
climate,raycasting,posthoc,5000,0.8,32,0.25,time-shared,86.13,25.65,2209.28,52504.88
climate,raycasting,posthoc,5000,0.8,32,0.25,space-shared,84.54,30.04,2539.6,52504.88
climate,raycasting,posthoc,5000,0.8,32,0.5,time-shared,134.41,22.1,2970.14,105009.77
climate,raycasting,posthoc,5000,0.8,32,0.5,space-shared,132.81,24.94,3312.46,105009.77
climate,raycasting,posthoc,5000,0.8,32,1,time-shared,230.95,19.45,4491.87,210019.53
climate,raycasting,posthoc,5000,0.8,32,1,space-shared,229.35,21.18,4858.19,210019.53
climate,raycasting,posthoc,5000,1,32,0.12,time-shared,77.1,24.92,1920.99,32815.55
climate,raycasting,posthoc,5000,1,32,0.12,space-shared,75.5,30.66,2314.8,32815.55
climate,raycasting,posthoc,5000,1,32,0.25,time-shared,107.27,25.58,2744.03,65631.1
climate,raycasting,posthoc,5000,1,32,0.25,space-shared,105.67,29.77,3145.35,65631.1
climate,raycasting,posthoc,5000,1,32,0.5,time-shared,167.61,22.05,3695.11,131262.2
climate,raycasting,posthoc,5000,1,32,0.5,space-shared,166.01,24.77,4111.43,131262.2
climate,raycasting,posthoc,5000,1,32,1,time-shared,288.29,19.42,5597.27,262524.41
climate,raycasting,posthoc,5000,1,32,1,space-shared,286.69,21.08,6043.59,262524.41
climate,geometry,insitu,1000,0.2,1,0.12,time-shared,0.37,40.56,15.11,41.02
climate,geometry,insitu,1000,0.2,1,0.12,space-shared,0.68,50.09,33.83,41.02
climate,geometry,insitu,1000,0.2,1,0.25,time-shared,0.42,38.58,16.04,82.03
climate,geometry,insitu,1000,0.2,1,0.25,space-shared,0.71,48.77,34.71,82.03
climate,geometry,insitu,1000,0.2,1,0.5,time-shared,0.5,35.14,17.67,164.06
climate,geometry,insitu,1000,0.2,1,0.5,space-shared,0.78,46.17,36.23,164.06
climate,geometry,insitu,1000,0.2,1,1,time-shared,0.68,30.92,20.92,328.12
climate,geometry,insitu,1000,0.2,1,1,space-shared,0.93,42.21,39.27,328.12
climate,geometry,insitu,1000,0.4,1,0.12,time-shared,0.43,37.98,16.16,82.03
climate,geometry,insitu,1000,0.4,1,0.12,space-shared,0.71,48.83,34.76,82.03
climate,geometry,insitu,1000,0.4,1,0.25,time-shared,0.51,35.19,18.03,164.06
climate,geometry,insitu,1000,0.4,1,0.25,space-shared,0.78,46.54,36.52,164.06
climate,geometry,insitu,1000,0.4,1,0.5,time-shared,0.69,31.02,21.28,328.12
climate,geometry,insitu,1000,0.4,1,0.5,space-shared,0.93,42.52,39.57,328.12
climate,geometry,insitu,1000,0.4,1,1,time-shared,1.03,26.88,27.78,656.25
climate,geometry,insitu,1000,0.4,1,1,space-shared,1.22,37.35,45.65,656.25
climate,geometry,insitu,1000,0.6,1,0.12,time-shared,0.48,35.97,17.21,123.05
climate,geometry,insitu,1000,0.6,1,0.12,space-shared,0.75,47.69,35.68,123.05
climate,geometry,insitu,1000,0.6,1,0.25,time-shared,0.61,32.88,20.02,246.09
climate,geometry,insitu,1000,0.6,1,0.25,space-shared,0.86,44.7,38.33,246.09
climate,geometry,insitu,1000,0.6,1,0.5,time-shared,0.87,28.63,24.89,492.19
climate,geometry,insitu,1000,0.6,1,0.5,space-shared,1.08,39.85,42.9,492.19
climate,geometry,insitu,1000,0.6,1,1,time-shared,1.39,24.91,34.65,984.38
climate,geometry,insitu,1000,0.6,1,1,space-shared,1.51,34.36,52.02,984.38
climate,geometry,insitu,1000,0.8,1,0.12,time-shared,0.53,34.36,18.26,164.06
climate,geometry,insitu,1000,0.8,1,0.12,space-shared,0.78,46.65,36.61,164.06
climate,geometry,insitu,1000,0.8,1,0.25,time-shared,0.71,31.2,22,328.12
climate,geometry,insitu,1000,0.8,1,0.25,space-shared,0.93,43.14,40.15,328.12
climate,geometry,insitu,1000,0.8,1,0.5,time-shared,1.05,27.08,28.51,656.25
climate,geometry,insitu,1000,0.8,1,0.5,space-shared,1.22,37.82,46.23,656.25
climate,geometry,insitu,1000,0.8,1,1,time-shared,1.75,23.75,41.51,1312.5
climate,geometry,insitu,1000,0.8,1,1,space-shared,1.81,32.34,58.39,1312.5
climate,geometry,insitu,1000,1,1,0.12,time-shared,0.58,33.04,19.31,205.08
climate,geometry,insitu,1000,1,1,0.12,space-shared,0.82,45.71,37.54,205.08
climate,geometry,insitu,1000,1,1,0.25,time-shared,0.8,29.93,23.99,410.16
climate,geometry,insitu,1000,1,1,0.25,space-shared,1,41.81,41.96,410.16
climate,geometry,insitu,1000,1,1,0.5,time-shared,1.24,25.98,32.12,820.31
climate,geometry,insitu,1000,1,1,0.5,space-shared,1.37,36.23,49.56,820.31
climate,geometry,insitu,1000,1,1,1,time-shared,2.11,22.98,48.37,1640.62
climate,geometry,insitu,1000,1,1,1,space-shared,2.1,30.88,64.76,1640.62
climate,geometry,insitu,5000,0.2,1,0.12,time-shared,1.86,40.56,75.53,205.08
climate,geometry,insitu,5000,0.2,1,0.12,space-shared,3.38,50.09,169.15,205.08
climate,geometry,insitu,5000,0.2,1,0.25,time-shared,2.08,38.58,80.21,410.16
climate,geometry,insitu,5000,0.2,1,0.25,space-shared,3.56,48.77,173.57,410.16
climate,geometry,insitu,5000,0.2,1,0.5,time-shared,2.51,35.14,88.34,820.31
climate,geometry,insitu,5000,0.2,1,0.5,space-shared,3.92,46.17,181.17,820.31
climate,geometry,insitu,5000,0.2,1,1,time-shared,3.38,30.92,104.59,1640.62
climate,geometry,insitu,5000,0.2,1,1,space-shared,4.65,42.21,196.37,1640.62
climate,geometry,insitu,5000,0.4,1,0.12,time-shared,2.13,37.98,80.78,410.16
climate,geometry,insitu,5000,0.4,1,0.12,space-shared,3.56,48.83,173.78,410.16
climate,geometry,insitu,5000,0.4,1,0.25,time-shared,2.56,35.19,90.15,820.31
climate,geometry,insitu,5000,0.4,1,0.25,space-shared,3.92,46.54,182.62,820.31
climate,geometry,insitu,5000,0.4,1,0.5,time-shared,3.43,31.02,106.4,1640.62
climate,geometry,insitu,5000,0.4,1,0.5,space-shared,4.65,42.52,197.83,1640.62
climate,geometry,insitu,5000,0.4,1,1,time-shared,5.17,26.88,138.91,3281.25
climate,geometry,insitu,5000,0.4,1,1,space-shared,6.11,37.35,228.24,3281.25
climate,geometry,insitu,5000,0.6,1,0.12,time-shared,2.39,35.97,86.04,615.23
climate,geometry,insitu,5000,0.6,1,0.12,space-shared,3.74,47.69,178.41,615.23
climate,geometry,insitu,5000,0.6,1,0.25,time-shared,3.04,32.88,100.08,1230.47
climate,geometry,insitu,5000,0.6,1,0.25,space-shared,4.29,44.7,191.67,1230.47
climate,geometry,insitu,5000,0.6,1,0.5,time-shared,4.35,28.63,124.46,2460.94
climate,geometry,insitu,5000,0.6,1,0.5,space-shared,5.38,39.85,214.48,2460.94
climate,geometry,insitu,5000,0.6,1,1,time-shared,6.95,24.91,173.23,4921.88
climate,geometry,insitu,5000,0.6,1,1,space-shared,7.57,34.36,260.1,4921.88
climate,geometry,insitu,5000,0.8,1,0.12,time-shared,2.66,34.36,91.29,820.31
climate,geometry,insitu,5000,0.8,1,0.12,space-shared,3.92,46.65,183.05,820.31
climate,geometry,insitu,5000,0.8,1,0.25,time-shared,3.53,31.2,110.02,1640.62
climate,geometry,insitu,5000,0.8,1,0.25,space-shared,4.65,43.14,200.73,1640.62
climate,geometry,insitu,5000,0.8,1,0.5,time-shared,5.26,27.08,142.53,3281.25
climate,geometry,insitu,5000,0.8,1,0.5,space-shared,6.11,37.82,231.14,3281.25
climate,geometry,insitu,5000,0.8,1,1,time-shared,8.74,23.75,207.54,6562.5
climate,geometry,insitu,5000,0.8,1,1,space-shared,9.03,32.34,291.96,6562.5
climate,geometry,insitu,5000,1,1,0.12,time-shared,2.92,33.04,96.54,1025.39
climate,geometry,insitu,5000,1,1,0.12,space-shared,4.11,45.71,187.68,1025.39
climate,geometry,insitu,5000,1,1,0.25,time-shared,4.01,29.93,119.95,2050.78
climate,geometry,insitu,5000,1,1,0.25,space-shared,5.02,41.81,209.78,2050.78
climate,geometry,insitu,5000,1,1,0.5,time-shared,6.18,25.98,160.59,4101.56
climate,geometry,insitu,5000,1,1,0.5,space-shared,6.84,36.23,247.79,4101.56
climate,geometry,insitu,5000,1,1,1,time-shared,10.53,22.98,241.86,8203.12
climate,geometry,insitu,5000,1,1,1,space-shared,10.49,30.88,323.82,8203.12
climate,geometry,insitu,1000,0.2,2,0.12,time-shared,0.43,37.98,16.16,82.03
climate,geometry,insitu,1000,0.2,2,0.12,space-shared,0.71,48.83,34.76,82.03
climate,geometry,insitu,1000,0.2,2,0.25,time-shared,0.51,35.19,18.03,164.06
climate,geometry,insitu,1000,0.2,2,0.25,space-shared,0.78,46.54,36.52,164.06
climate,geometry,insitu,1000,0.2,2,0.5,time-shared,0.69,31.02,21.28,328.12
climate,geometry,insitu,1000,0.2,2,0.5,space-shared,0.93,42.52,39.57,328.12
climate,geometry,insitu,1000,0.2,2,1,time-shared,1.03,26.88,27.78,656.25
climate,geometry,insitu,1000,0.2,2,1,space-shared,1.22,37.35,45.65,656.25
climate,geometry,insitu,1000,0.4,2,0.12,time-shared,0.53,34.36,18.26,164.06
climate,geometry,insitu,1000,0.4,2,0.12,space-shared,0.78,46.65,36.61,164.06
climate,geometry,insitu,1000,0.4,2,0.25,time-shared,0.71,31.2,22,328.12
climate,geometry,insitu,1000,0.4,2,0.25,space-shared,0.93,43.14,40.15,328.12
climate,geometry,insitu,1000,0.4,2,0.5,time-shared,1.05,27.08,28.51,656.25
climate,geometry,insitu,1000,0.4,2,0.5,space-shared,1.22,37.82,46.23,656.25
climate,geometry,insitu,1000,0.4,2,1,time-shared,1.75,23.75,41.51,1312.5
climate,geometry,insitu,1000,0.4,2,1,space-shared,1.81,32.34,58.39,1312.5
climate,geometry,insitu,1000,0.6,2,0.12,time-shared,0.64,31.95,20.36,246.09
climate,geometry,insitu,1000,0.6,2,0.12,space-shared,0.86,44.85,38.46,246.09
climate,geometry,insitu,1000,0.6,2,0.25,time-shared,0.9,28.93,25.98,492.19
climate,geometry,insitu,1000,0.6,2,0.25,space-shared,1.08,40.66,43.77,492.19
climate,geometry,insitu,1000,0.6,2,0.5,time-shared,1.42,25.17,35.73,984.38
climate,geometry,insitu,1000,0.6,2,0.5,space-shared,1.51,34.94,52.89,984.38
climate,geometry,insitu,1000,0.6,2,1,time-shared,2.46,22.43,55.23,1968.75
climate,geometry,insitu,1000,0.6,2,1,space-shared,2.39,29.78,71.14,1968.75
climate,geometry,insitu,1000,0.8,2,0.12,time-shared,0.74,30.22,22.46,328.12
climate,geometry,insitu,1000,0.8,2,0.12,space-shared,0.93,43.32,40.32,328.12
climate,geometry,insitu,1000,0.8,2,0.25,time-shared,1.09,27.46,29.95,656.25
climate,geometry,insitu,1000,0.8,2,0.25,space-shared,1.22,38.77,47.39,656.25
climate,geometry,insitu,1000,0.8,2,0.5,time-shared,1.79,24.05,42.96,1312.5
climate,geometry,insitu,1000,0.8,2,0.5,space-shared,1.81,32.98,59.55,1312.5
climate,geometry,insitu,1000,0.8,2,1,time-shared,3.18,21.71,68.96,2625
climate,geometry,insitu,1000,0.8,2,1,space-shared,2.97,28.22,83.88,2625
climate,geometry,insitu,1000,1,2,0.12,time-shared,0.85,28.92,24.56,410.16
climate,geometry,insitu,1000,1,2,0.12,space-shared,1,42.02,42.17,410.16
climate,geometry,insitu,1000,1,2,0.25,time-shared,1.28,26.43,33.93,820.31
climate,geometry,insitu,1000,1,2,0.25,space-shared,1.37,37.29,51.01,820.31
climate,geometry,insitu,1000,1,2,0.5,time-shared,2.15,23.31,50.18,1640.62
climate,geometry,insitu,1000,1,2,0.5,space-shared,2.1,31.57,66.21,1640.62
climate,geometry,insitu,1000,1,2,1,time-shared,3.89,21.25,82.69,3281.25
climate,geometry,insitu,1000,1,2,1,space-shared,3.57,27.12,96.86,3281.25
climate,geometry,insitu,5000,0.2,2,0.12,time-shared,2.13,37.98,80.78,410.16
climate,geometry,insitu,5000,0.2,2,0.12,space-shared,3.56,48.83,173.78,410.16
climate,geometry,insitu,5000,0.2,2,0.25,time-shared,2.56,35.19,90.15,820.31
climate,geometry,insitu,5000,0.2,2,0.25,space-shared,3.92,46.54,182.62,820.31
climate,geometry,insitu,5000,0.2,2,0.5,time-shared,3.43,31.02,106.4,1640.62
climate,geometry,insitu,5000,0.2,2,0.5,space-shared,4.65,42.52,197.83,1640.62
climate,geometry,insitu,5000,0.2,2,1,time-shared,5.17,26.88,138.91,3281.25
climate,geometry,insitu,5000,0.2,2,1,space-shared,6.11,37.35,228.24,3281.25
climate,geometry,insitu,5000,0.4,2,0.12,time-shared,2.66,34.36,91.29,820.31
climate,geometry,insitu,5000,0.4,2,0.12,space-shared,3.92,46.65,183.05,820.31
climate,geometry,insitu,5000,0.4,2,0.25,time-shared,3.53,31.2,110.02,1640.62
climate,geometry,insitu,5000,0.4,2,0.25,space-shared,4.65,43.14,200.73,1640.62
climate,geometry,insitu,5000,0.4,2,0.5,time-shared,5.26,27.08,142.53,3281.25
climate,geometry,insitu,5000,0.4,2,0.5,space-shared,6.11,37.82,231.14,3281.25
climate,geometry,insitu,5000,0.4,2,1,time-shared,8.74,23.75,207.54,6562.5
climate,geometry,insitu,5000,0.4,2,1,space-shared,9.03,32.34,291.96,6562.5
climate,geometry,insitu,5000,0.6,2,0.12,time-shared,3.19,31.95,101.79,1230.47
climate,geometry,insitu,5000,0.6,2,0.12,space-shared,4.29,44.85,192.31,1230.47
climate,geometry,insitu,5000,0.6,2,0.25,time-shared,4.49,28.93,129.89,2460.94
climate,geometry,insitu,5000,0.6,2,0.25,space-shared,5.38,40.66,218.84,2460.94
climate,geometry,insitu,5000,0.6,2,0.5,time-shared,7.1,25.17,178.65,4921.88
climate,geometry,insitu,5000,0.6,2,0.5,space-shared,7.57,34.94,264.45,4921.88
climate,geometry,insitu,5000,0.6,2,1,time-shared,12.31,22.43,276.17,9843.75
climate,geometry,insitu,5000,0.6,2,1,space-shared,11.94,29.78,355.68,9843.75
climate,geometry,insitu,5000,0.8,2,0.12,time-shared,3.72,30.22,112.3,1640.62
climate,geometry,insitu,5000,0.8,2,0.12,space-shared,4.65,43.32,201.58,1640.62
climate,geometry,insitu,5000,0.8,2,0.25,time-shared,5.45,27.46,149.76,3281.25
climate,geometry,insitu,5000,0.8,2,0.25,space-shared,6.11,38.77,236.94,3281.25
climate,geometry,insitu,5000,0.8,2,0.5,time-shared,8.93,24.05,214.78,6562.5
climate,geometry,insitu,5000,0.8,2,0.5,space-shared,9.03,32.98,297.76,6562.5
climate,geometry,insitu,5000,0.8,2,1,time-shared,15.88,21.71,344.81,13125
climate,geometry,insitu,5000,0.8,2,1,space-shared,14.86,28.22,419.4,13125
climate,geometry,insitu,5000,1,2,0.12,time-shared,4.25,28.92,122.8,2050.78
climate,geometry,insitu,5000,1,2,0.12,space-shared,5.02,42.02,210.85,2050.78
climate,geometry,insitu,5000,1,2,0.25,time-shared,6.42,26.43,169.63,4101.56
climate,geometry,insitu,5000,1,2,0.25,space-shared,6.84,37.29,255.05,4101.56
climate,geometry,insitu,5000,1,2,0.5,time-shared,10.76,23.31,250.9,8203.12
climate,geometry,insitu,5000,1,2,0.5,space-shared,10.49,31.57,331.07,8203.12
climate,geometry,insitu,5000,1,2,1,time-shared,19.45,21.25,413.44,16406.25
climate,geometry,insitu,5000,1,2,1,space-shared,17.86,27.12,484.31,16406.25
climate,geometry,insitu,1000,0.2,4,0.12,time-shared,0.53,34.36,18.26,164.06
climate,geometry,insitu,1000,0.2,4,0.12,space-shared,0.78,46.65,36.61,164.06
climate,geometry,insitu,1000,0.2,4,0.25,time-shared,0.71,31.2,22,328.12
climate,geometry,insitu,1000,0.2,4,0.25,space-shared,0.93,43.14,40.15,328.12
climate,geometry,insitu,1000,0.2,4,0.5,time-shared,1.05,27.08,28.51,656.25
climate,geometry,insitu,1000,0.2,4,0.5,space-shared,1.22,37.82,46.23,656.25
climate,geometry,insitu,1000,0.2,4,1,time-shared,1.75,23.75,41.51,1312.5
climate,geometry,insitu,1000,0.2,4,1,space-shared,1.81,32.34,58.39,1312.5
climate,geometry,insitu,1000,0.4,4,0.12,time-shared,0.74,30.22,22.46,328.12
climate,geometry,insitu,1000,0.4,4,0.12,space-shared,0.93,43.32,40.32,328.12
climate,geometry,insitu,1000,0.4,4,0.25,time-shared,1.09,27.46,29.95,656.25
climate,geometry,insitu,1000,0.4,4,0.25,space-shared,1.22,38.77,47.39,656.25
climate,geometry,insitu,1000,0.4,4,0.5,time-shared,1.79,24.05,42.96,1312.5
climate,geometry,insitu,1000,0.4,4,0.5,space-shared,1.81,32.98,59.55,1312.5
climate,geometry,insitu,1000,0.4,4,1,time-shared,3.18,21.71,68.96,2625
climate,geometry,insitu,1000,0.4,4,1,space-shared,2.97,28.22,83.88,2625
climate,geometry,insitu,1000,0.6,4,0.12,time-shared,0.96,27.92,26.66,492.19
climate,geometry,insitu,1000,0.6,4,0.12,space-shared,1.08,40.9,44.02,492.19
climate,geometry,insitu,1000,0.6,4,0.25,time-shared,1.48,25.67,37.9,984.38
climate,geometry,insitu,1000,0.6,4,0.25,space-shared,1.51,36.09,54.63,984.38
climate,geometry,insitu,1000,0.6,4,0.5,time-shared,2.52,22.78,57.4,1968.75
climate,geometry,insitu,1000,0.6,4,0.5,space-shared,2.39,30.51,72.88,1968.75
climate,geometry,insitu,1000,0.6,4,1,time-shared,4.61,20.94,96.41,3937.5
climate,geometry,insitu,1000,0.6,4,1,space-shared,4.29,26.03,111.57,3937.5
climate,geometry,insitu,1000,0.8,4,0.12,time-shared,1.17,26.45,30.86,656.25
climate,geometry,insitu,1000,0.8,4,0.12,space-shared,1.22,39.05,47.73,656.25
climate,geometry,insitu,1000,0.8,4,0.25,time-shared,1.86,24.62,45.85,1312.5
climate,geometry,insitu,1000,0.8,4,0.25,space-shared,1.81,34.27,61.87,1312.5
climate,geometry,insitu,1000,0.8,4,0.5,time-shared,3.25,22.09,71.85,2625
climate,geometry,insitu,1000,0.8,4,0.5,space-shared,2.97,29,86.2,2625
climate,geometry,insitu,1000,0.8,4,1,time-shared,6.03,20.53,123.87,5250
climate,geometry,insitu,1000,0.8,4,1,space-shared,5.71,24.67,140.99,5250
climate,geometry,insitu,1000,1,4,0.12,time-shared,1.38,25.43,35.07,820.31
climate,geometry,insitu,1000,1,4,0.12,space-shared,1.37,37.6,51.44,820.31
climate,geometry,insitu,1000,1,4,0.25,time-shared,2.25,23.93,53.8,1640.62
climate,geometry,insitu,1000,1,4,0.25,space-shared,2.1,32.96,69.12,1640.62
climate,geometry,insitu,1000,1,4,0.5,time-shared,3.99,21.65,86.3,3281.25
climate,geometry,insitu,1000,1,4,0.5,space-shared,3.67,27.6,101.19,3281.25
climate,geometry,insitu,1000,1,4,1,time-shared,7.46,20.28,151.32,6562.5
climate,geometry,insitu,1000,1,4,1,space-shared,7.14,23.86,170.41,6562.5
climate,geometry,insitu,5000,0.2,4,0.12,time-shared,2.66,34.36,91.29,820.31
climate,geometry,insitu,5000,0.2,4,0.12,space-shared,3.92,46.65,183.05,820.31
climate,geometry,insitu,5000,0.2,4,0.25,time-shared,3.53,31.2,110.02,1640.62
climate,geometry,insitu,5000,0.2,4,0.25,space-shared,4.65,43.14,200.73,1640.62
climate,geometry,insitu,5000,0.2,4,0.5,time-shared,5.26,27.08,142.53,3281.25
climate,geometry,insitu,5000,0.2,4,0.5,space-shared,6.11,37.82,231.14,3281.25
climate,geometry,insitu,5000,0.2,4,1,time-shared,8.74,23.75,207.54,6562.5
climate,geometry,insitu,5000,0.2,4,1,space-shared,9.03,32.34,291.96,6562.5
climate,geometry,insitu,5000,0.4,4,0.12,time-shared,3.72,30.22,112.3,1640.62
climate,geometry,insitu,5000,0.4,4,0.12,space-shared,4.65,43.32,201.58,1640.62
climate,geometry,insitu,5000,0.4,4,0.25,time-shared,5.45,27.46,149.76,3281.25
climate,geometry,insitu,5000,0.4,4,0.25,space-shared,6.11,38.77,236.94,3281.25
climate,geometry,insitu,5000,0.4,4,0.5,time-shared,8.93,24.05,214.78,6562.5
climate,geometry,insitu,5000,0.4,4,0.5,space-shared,9.03,32.98,297.76,6562.5
climate,geometry,insitu,5000,0.4,4,1,time-shared,15.88,21.71,344.81,13125
climate,geometry,insitu,5000,0.4,4,1,space-shared,14.86,28.22,419.4,13125
climate,geometry,insitu,5000,0.6,4,0.12,time-shared,4.78,27.92,133.31,2460.94
climate,geometry,insitu,5000,0.6,4,0.12,space-shared,5.38,40.9,220.11,2460.94
climate,geometry,insitu,5000,0.6,4,0.25,time-shared,7.38,25.67,189.5,4921.88
climate,geometry,insitu,5000,0.6,4,0.25,space-shared,7.57,36.09,273.16,4921.88
climate,geometry,insitu,5000,0.6,4,0.5,time-shared,12.6,22.78,287.02,9843.75
climate,geometry,insitu,5000,0.6,4,0.5,space-shared,11.94,30.51,364.39,9843.75
climate,geometry,insitu,5000,0.6,4,1,time-shared,23.03,20.94,482.07,19687.5
climate,geometry,insitu,5000,0.6,4,1,space-shared,21.43,26.03,557.86,19687.5
climate,geometry,insitu,5000,0.8,4,0.12,time-shared,5.83,26.45,154.32,3281.25
climate,geometry,insitu,5000,0.8,4,0.12,space-shared,6.11,39.05,238.65,3281.25
climate,geometry,insitu,5000,0.8,4,0.25,time-shared,9.31,24.62,229.24,6562.5
climate,geometry,insitu,5000,0.8,4,0.25,space-shared,9.03,34.27,309.37,6562.5
climate,geometry,insitu,5000,0.8,4,0.5,time-shared,16.26,22.09,359.27,13125
climate,geometry,insitu,5000,0.8,4,0.5,space-shared,14.86,29,431.01,13125
climate,geometry,insitu,5000,0.8,4,1,time-shared,30.17,20.53,619.34,26250
climate,geometry,insitu,5000,0.8,4,1,space-shared,28.57,24.67,704.94,26250
climate,geometry,insitu,5000,1,4,0.12,time-shared,6.89,25.43,175.33,4101.56
climate,geometry,insitu,5000,1,4,0.12,space-shared,6.84,37.6,257.18,4101.56
climate,geometry,insitu,5000,1,4,0.25,time-shared,11.24,23.93,268.98,8203.12
climate,geometry,insitu,5000,1,4,0.25,space-shared,10.49,32.96,345.59,8203.12
climate,geometry,insitu,5000,1,4,0.5,time-shared,19.93,21.65,431.52,16406.25
climate,geometry,insitu,5000,1,4,0.5,space-shared,18.33,27.6,505.96,16406.25
climate,geometry,insitu,5000,1,4,1,time-shared,37.31,20.28,756.6,32812.5
climate,geometry,insitu,5000,1,4,1,space-shared,35.71,23.86,852.03,32812.5
climate,geometry,insitu,1000,0.2,8,0.12,time-shared,0.74,30.22,22.46,328.12
climate,geometry,insitu,1000,0.2,8,0.12,space-shared,0.93,43.32,40.32,328.12
climate,geometry,insitu,1000,0.2,8,0.25,time-shared,1.09,27.46,29.95,656.25
climate,geometry,insitu,1000,0.2,8,0.25,space-shared,1.22,38.77,47.39,656.25
climate,geometry,insitu,1000,0.2,8,0.5,time-shared,1.79,24.05,42.96,1312.5
climate,geometry,insitu,1000,0.2,8,0.5,space-shared,1.81,32.98,59.55,1312.5
climate,geometry,insitu,1000,0.2,8,1,time-shared,3.18,21.71,68.96,2625
climate,geometry,insitu,1000,0.2,8,1,space-shared,2.97,28.22,83.88,2625
climate,geometry,insitu,1000,0.4,8,0.12,time-shared,1.17,26.45,30.86,656.25
climate,geometry,insitu,1000,0.4,8,0.12,space-shared,1.22,39.05,47.73,656.25
climate,geometry,insitu,1000,0.4,8,0.25,time-shared,1.86,24.62,45.85,1312.5
climate,geometry,insitu,1000,0.4,8,0.25,space-shared,1.81,34.27,61.87,1312.5
climate,geometry,insitu,1000,0.4,8,0.5,time-shared,3.25,22.09,71.85,2625
climate,geometry,insitu,1000,0.4,8,0.5,space-shared,2.97,29,86.2,2625
climate,geometry,insitu,1000,0.4,8,1,time-shared,6.03,20.53,123.87,5250
climate,geometry,insitu,1000,0.4,8,1,space-shared,5.71,24.67,140.99,5250
climate,geometry,insitu,1000,0.6,8,0.12,time-shared,1.59,24.69,39.27,984.38
climate,geometry,insitu,1000,0.6,8,0.12,space-shared,1.51,36.42,55.14,984.38
climate,geometry,insitu,1000,0.6,8,0.25,time-shared,2.63,23.44,61.74,1968.75
climate,geometry,insitu,1000,0.6,8,0.25,space-shared,2.39,31.96,76.36,1968.75
climate,geometry,insitu,1000,0.6,8,0.5,time-shared,4.72,21.35,100.75,3937.5
climate,geometry,insitu,1000,0.6,8,0.5,space-shared,4.4,26.54,116.77,3937.5
climate,geometry,insitu,1000,0.6,8,1,time-shared,8.89,20.11,178.77,7875
climate,geometry,insitu,1000,0.6,8,1,space-shared,8.57,23.31,199.82,7875
climate,geometry,insitu,1000,0.8,8,0.12,time-shared,2.01,23.66,47.67,1312.5
climate,geometry,insitu,1000,0.8,8,0.12,space-shared,1.81,34.65,62.56,1312.5
climate,geometry,insitu,1000,0.8,8,0.25,time-shared,3.41,22.8,77.64,2625
climate,geometry,insitu,1000,0.8,8,0.25,space-shared,3.09,29.99,92.55,2625
climate,geometry,insitu,1000,0.8,8,0.5,time-shared,6.19,20.96,129.65,5250
climate,geometry,insitu,1000,0.8,8,0.5,space-shared,5.87,25.21,147.92,5250
climate,geometry,insitu,1000,0.8,8,1,time-shared,11.75,19.89,233.68,10500
climate,geometry,insitu,1000,0.8,8,1,space-shared,11.43,22.63,258.66,10500
climate,geometry,insitu,1000,1,8,0.12,time-shared,2.44,23,56.08,1640.62
climate,geometry,insitu,1000,1,8,0.12,space-shared,2.12,33.18,70.29,1640.62
climate,geometry,insitu,1000,1,8,0.25,time-shared,4.18,22.4,93.54,3281.25
climate,geometry,insitu,1000,1,8,0.25,space-shared,3.86,28.48,109.85,3281.25
climate,geometry,insitu,1000,1,8,0.5,time-shared,7.65,20.72,158.55,6562.5
climate,geometry,insitu,1000,1,8,0.5,space-shared,7.33,24.42,179.07,6562.5
climate,geometry,insitu,1000,1,8,1,time-shared,14.61,19.76,288.59,13125
climate,geometry,insitu,1000,1,8,1,space-shared,14.29,22.22,317.49,13125
climate,geometry,insitu,5000,0.2,8,0.12,time-shared,3.72,30.22,112.3,1640.62
climate,geometry,insitu,5000,0.2,8,0.12,space-shared,4.65,43.32,201.58,1640.62
climate,geometry,insitu,5000,0.2,8,0.25,time-shared,5.45,27.46,149.76,3281.25
